CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,CREATIVE ATHLETIC TRAINING,GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,N,50606.4,2016
CERTIFIED,BARNORTH GROUP LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,74401.6,2016
CERTIFIED,BARNORTH GROUP LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,74402.0,2016
CERTIFIED,BUGCROWD INC,GENERAL AND OPERATIONS MANAGERS,CEO,Y,109595.0,2016
CERTIFIED,UAP NORTH AMERICA LTD.,GENERAL AND OPERATIONS MANAGERS,"PRESIDENT, UAP NORTH AMERICA",Y,203486.0,2016
CERTIFIED,"BEYOND PRODUCTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,92352.0,2016
CERTIFIED,SMART SPARROW LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,150467.0,2016
CERTIFIED,"BELL ENGINE &AMP; EQUIPMENT, INC",GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,84843.0,2016
CERTIFIED,BARRICK GOLDSTRIKE MINES INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,117416.0,2016
CERTIFIED,AUSPECT SKINCARE INTERNATIONAL,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT FINANCE &AMP; OPERATIONS,N,45059.0,2016
CERTIFIED,THE CHILDRENS AID SOCIETY,GENERAL AND OPERATIONS MANAGERS,DEPUTY DIRECTOR OF OPERATIONS,Y,117437.0,2016
CERTIFIED,"PALLADIUM GROUP GLOBAL, LLC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, PROJECT OPERATIONS",Y,111571.0,2016
CERTIFIED,"SURFSTITCH USA, INC.",GENERAL AND OPERATIONS MANAGERS,SWELL CREATIVE DIR. & GM OF STAB GLOBAL,Y,165880.0,2016
CERTIFIED,QIC GRE MANAGEMENT (US) INC,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE VICE PRESIDENT, HEAD OF US FUNDS AND INVESTMENTS",Y,163010.0,2016
CERTIFIED,VALKYRIE LEASING LLC,GENERAL AND OPERATIONS MANAGERS,ESTATE MANAGER,Y,100609.6,2016
CERTIFIED-WITHDRAWN,"BISLR, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,109595.0,2016
CERTIFIED,"EPAM SYSTEMS, INC",GENERAL AND OPERATIONS MANAGERS,CLIENT ENGAGEMENT MANAGER,N,68702.0,2016
CERTIFIED,"FIRMENICH, INC.",GENERAL AND OPERATIONS MANAGERS,VP GLOBAL SUPPLY CHAIN (FLAVOR DIVISION),Y,206606.0,2016
CERTIFIED,"GOLD DRIP, LLC",GENERAL AND OPERATIONS MANAGERS,CONSULTING MANAGER,Y,74402.0,2016
CERTIFIED,COMMERCIALIZE TV LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,117437.0,2016
CERTIFIED,"TRAPAC, LLC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, EQUIPMENT AND FACILITIES MAINTENANCE",Y,92352.0,2016
CERTIFIED,TRINET HR CORPORATION,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, PRODUCT MANAGEMENT",Y,191360.0,2016
CERTIFIED,MONSTER CHILDREN USA LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,57034.0,2016
CERTIFIED,"GARTNER, INC.",GENERAL AND OPERATIONS MANAGERS,"VP, EXECUTIVE PARTNER, MEMBER ACQUISITION",Y,212035.0,2016
CERTIFIED,"UBER TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCT OPERATIONS SPECIALIST,N,68702.0,2016
WITHDRAWN,"BI-LO HOLDING, LLC",GENERAL AND OPERATIONS MANAGERS,VP CENTRAL OPERATIONS,Y,149261.0,2016
CERTIFIED,COATES VISUAL LLC,GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,Y,79414.0,2016
CERTIFIED,RECOVERY RECORD RESEARCH,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,68702.4,2016
CERTIFIED,WAVE CHURCH,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57803.0,2016
WITHDRAWN,NOONAN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,85155.0,2016
CERTIFIED,MENTOR IMC PROJECTS (USA) INC.,GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER - AMERICAS,Y,101192.0,2016
DENIED,NOONAN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,85155.0,2016
CERTIFIED,"BI-LO HOLDING, LLC",GENERAL AND OPERATIONS MANAGERS,VP CENTRAL OPERATIONS,Y,149261.0,2016
CERTIFIED,OCSIAL LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,141835.0,2016
CERTIFIED,UBIMO INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,203486.0,2016
CERTIFIED,NOONAN INC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,85155.0,2016
CERTIFIED,"PORT MORRIS TILE AND MARBLE, CORP",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,203486.0,2016
CERTIFIED,"LOCALITY MEDIA, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,N,69098.0,2016
CERTIFIED,"CARDNO EMERGING MARKETS (USA), LTD.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, EMERGING MARKETS DIVISION",Y,179483.0,2016
CERTIFIED,UNISAN LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,163010.0,2016
CERTIFIED,CREMORE PARTNERS LLC,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,109595.0,2016
DENIED,DAIRE ENDEAVOURS INC,GENERAL AND OPERATIONS MANAGERS,"SENIOR CONSULTANT, EXPERIENTIAL",Y,74402.0,2016
CERTIFIED,IL GELATO LLC,GENERAL AND OPERATIONS MANAGERS,MANAGER,N,50564.8,2016
CERTIFIED,ADVANCE - GLOBAL AUSTRALIAN PROFESSIONALS INC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,74402.0,2016
CERTIFIED,RECORD POINT OPERATIONS US INC.,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,191360.0,2016
CERTIFIED,EMPIRE CITY GROUP INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402.0,2016
CERTIFIED,TATE AND LYLE INGREDIENTS AMERICAS LLC,GENERAL AND OPERATIONS MANAGERS,"SR. VP, GEN. MGR., SPECIALTY FOOD INGREDIENTS NORTH AMERICA",Y,141565.0,2016
CERTIFIED,INTERBRAND CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, RESOURCE MANAGEMENT",Y,74402.0,2016
CERTIFIED,DAIRE ENDEAVOURS INC,GENERAL AND OPERATIONS MANAGERS,"SENIOR CONSULTANT, EXPERIENTIAL",Y,74402.0,2016
DENIED,YOUSHOOT INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,76960.0,2016
CERTIFIED,"NIKE, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, GLOBAL STRATEGIC PLANNING",Y,136469.0,2016
CERTIFIED,"RECORDPOINT SOFTWARE USA, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,162989.0,2016
CERTIFIED,AUTOPILOTHQ INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,109595.0,2016
CERTIFIED,"CROWDTAP, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, BUSINESS DEVELOPMENT",Y,74402.0,2016
DENIED,MARDAR MANAGEMENT INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,74402.0,2016
CERTIFIED,ROKT CORPORATION,GENERAL AND OPERATIONS MANAGERS,"FOUNDER, DIRECTOR OF INNOVATION",Y,191360.0,2016
CERTIFIED,EVENT HORIZON TECHNOLOGIES,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,68702.0,2016
CERTIFIED,PARAGON PARTNERS LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,163010.0,2016
CERTIFIED,WOOLMARK AMERICAS INC,GENERAL AND OPERATIONS MANAGERS,"COUNTRY MANAGER, AMERICAS",Y,160451.0,2016
DENIED,ARRB GROUP INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,101400.0,2016
CERTIFIED,TOT BABY CORPORATION,GENERAL AND OPERATIONS MANAGERS,CEO,Y,100214.0,2016
CERTIFIED,WEATHERFORD INTERNATIONAL LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER - MANUFACTURING,Y,175594.0,2016
CERTIFIED,XERO LINEAR LIGHTING SYSTEMS LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,78541.0,2016
CERTIFIED,ARRB GROUP INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,101400.0,2016
CERTIFIED,ARTBINDER INC.,GENERAL AND OPERATIONS MANAGERS,HEAD OF PEOPLE STRATEGY & OPERATIONS,Y,117437.0,2016
CERTIFIED,"RQ MEDIA GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,163010.0,2016
CERTIFIED,"QUICKFEE, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,127691.0,2016
DENIED,RIVERSDALE ALASKA LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,133869.0,2016
CERTIFIED,SYDELL GROUP LLC,GENERAL AND OPERATIONS MANAGERS,CORPORATE DIRECTOR OF FOOD & BEVERAGE,Y,160451.0,2016
CERTIFIED,G4 ALLIANCE,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR,Y,110490.0,2016
CERTIFIED,TRANSURBAN (USA) INC.,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, CORPORATE DEVELOPMENT",Y,179483.0,2016
CERTIFIED,AXIMA USA LLC,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,92352.0,2016
CERTIFIED,AKUNA CAPITAL LLC,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,79414.0,2016
CERTIFIED,HUGO CORPORATION,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,109595.0,2016
CERTIFIED,"FOYERLIVE, INC.",GENERAL AND OPERATIONS MANAGERS,CEO & OPERATIONS MANAGER,Y,109595.0,2016
CERTIFIED,GLOBAL LIFE DISTRIBUTION (US) INC.,GENERAL AND OPERATIONS MANAGERS,GROUP CHIEF OPERATING OFFICER/CHIEF FINANCIAL OFFICER,Y,203486.0,2016
CERTIFIED,OH BEBE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,68702.0,2016
CERTIFIED,CERBERUS OPERATIONS AND ADVISORY COMPANY LLC,GENERAL AND OPERATIONS MANAGERS,LEAD FINANCIAL EXECUTIVE,Y,203000.0,2016
CERTIFIED,HIDDEN HOLLOW DESIGNS LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,N,42640.0,2016
CERTIFIED,BOWDEN DEVELOPMENT COMPANY,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,126048.0,2016
CERTIFIED,"LOOKBOOKER, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER WEST COAST,Y,74402.0,2016
WITHDRAWN,"EPAM SYSTEMS, INC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, DESIGN STRATEGY",Y,109595.0,2016
CERTIFIED,"ORCA DEVELOPMENTS, LLC",GENERAL AND OPERATIONS MANAGERS,DEVELOPMENT AND OPERATIONS MANAGER,N,41725.0,2016
CERTIFIED,RIVERSDALE ALASKA LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,133869.0,2016
CERTIFIED,WOODS BAGOT ARCHITECTS P.C.,GENERAL AND OPERATIONS MANAGERS,GLOBAL HOTEL SECTOR LEADER,Y,203486.0,2016
CERTIFIED,"TIMES SQUARE THEATER CO, LLC.",GENERAL AND OPERATIONS MANAGERS,HEAD OF OPERATIONS,Y,117437.0,2016
CERTIFIED,"FLORIDA PRODUCTION ENGINEERING, INC.",GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OF OPERATIONS,Y,137966.0,2016
CERTIFIED,"SENTRY CONTROL SYSTEMS, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF SALES ENABLEMENT,Y,145538.0,2016
CERTIFIED,"HULA PARTNERS, LLC",GENERAL AND OPERATIONS MANAGERS,CONSULTANT - SAP/SUCCESS FACTORS,N,64002.0,2016
CERTIFIED,"DAKINE, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, STRATEGY AND BUSINESS DEVELOPMENT",Y,100256.0,2016
CERTIFIED,BAZMARK INQ LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER/PRODUCER,Y,160451.0,2016
CERTIFIED,FTR LTD,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR - COURT SERVICES,Y,133328.0,2016
CERTIFIED,"JET.COM, INC.",GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, OFFICE PRODUCTS",Y,160451.0,2016
DENIED,JACK PRATTEN,GENERAL AND OPERATIONS MANAGERS,OPERATIONS,Y,74401.6,2016
CERTIFIED,YOUSHOOT INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,117436.8,2016
CERTIFIED,OMEGA INDUSTRIES INC,GENERAL AND OPERATIONS MANAGERS,GENERAL OPERATIONS MANAGER,Y,100214.0,2016
CERTIFIED,"ASSIGNAR, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,132184.0,2016
CERTIFIED,FROG DESIGN INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,191360.0,2016
CERTIFIED,HOUSE OF COLLINS LTD,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,117437.0,2016
CERTIFIED,FASTMAN INC.,GENERAL AND OPERATIONS MANAGERS,"VP, BUSINESS DEVELOPMENT",Y,95098.0,2016
CERTIFIED,"HULA PARTNERS, LLC",GENERAL AND OPERATIONS MANAGERS,CONSULTANT - SAP/SUCCESS FACTORS,N,64002.0,2016
DENIED,LIGHTHOUSEIO,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, LIGHTOUSE.IO",Y,76898.0,2016
CERTIFIED,"CYGNET CAPITAL, INC.",GENERAL AND OPERATIONS MANAGERS,CEO,Y,73964.8,2016
CERTIFIED,MARDAR MANAGEMENT INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,74402.0,2016
CERTIFIED,HAPPYTEL USA INC.,GENERAL AND OPERATIONS MANAGERS,PRESIDENT,N,47882.0,2016
CERTIFIED,406 BROOME ST RESTAURANT INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,117437.0,2016
CERTIFIED,UNLOCKD OPERATIONS US INC.,GENERAL AND OPERATIONS MANAGERS,STRATEGY & DEVELOPMENT DIRECTOR,Y,74402.0,2016
CERTIFIED,HARCOURTS PACIFIC LLC,GENERAL AND OPERATIONS MANAGERS,CORPORATE OPERATIONS MANAGER,N,59696.0,2016
CERTIFIED,TOBY'S ESTATE COFFEE INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BUSINESS OPERATIONS,Y,203486.0,2016
CERTIFIED,ZENYSIS TECHNOLOGIES INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,N,68702.0,2016
CERTIFIED,"MAD DOGG ATHLETICS, INC.",GENERAL AND OPERATIONS MANAGERS,"VP-DIGITAL, EDUCATION & PROGRAMS",Y,92352.0,2016
CERTIFIED,ROKT CORPORATION,GENERAL AND OPERATIONS MANAGERS,"FOUNDER, DIRECTOR OF INNOVATION",Y,163010.0,2016
CERTIFIED,"NBCUNIVERSAL MEDIA, LLC",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, WORKPLACE & TECHNOLOGY",Y,106700.0,2016
DENIED,"PEADLER, LLC",GENERAL AND OPERATIONS MANAGERS,ADMINISTRATIVE OFFICER,N,68702.4,2016
CERTIFIED,"SAY HELLO AND COMPANY, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,74401.6,2016
CERTIFIED,MATHSPACE INC.,GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,74402.0,2016
CERTIFIED,CHANDELIERS CREATIVE INC.,GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,160451.0,2016
CERTIFIED,HUGO CORPORATION,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,109595.0,2016
CERTIFIED,"INFERENCE SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF MARKETING OFFICER,Y,191360.0,2016
DENIED,LIGHTHOUSEIO,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, LIGHTOUSE.IO",Y,76898.0,2016
CERTIFIED,"BREVILLE USA, INC.",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,Y,163010.0,2016
CERTIFIED,MOVEMBER FOUNDATION,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57034.0,2016
CERTIFIED,"PEADLER, LLC",GENERAL AND OPERATIONS MANAGERS,ADMINISTRATIVE OFFICER,N,68702.4,2016
CERTIFIED,"NOMAD TWO WORLDS (USA), INC",GENERAL AND OPERATIONS MANAGERS,"MANAGER, U.S. OPERATIONS",Y,74402.0,2016
CERTIFIED,"INTERBLOCK USA, L.C.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, NORTH AMERICAN OPERATIONS",Y,102419.0,2016
CERTIFIED,OPTOMETRY GIVING SIGHT,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,169208.0,2016
CERTIFIED,"HEALTHCARE MANAGEMENT PARTNERS, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,174429.0,2016
CERTIFIED,DELUXE CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER - VERTICAL RESPONSE,Y,141710.0,2016
CERTIFIED,TOBY'S ESTATE COFFEE INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF BUSINESS OPERATIONS,Y,203486.0,2016
CERTIFIED,"PALLADIUM GROUP GLOBAL, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,145538.0,2016
DENIED,YAYPAY INC.,GENERAL AND OPERATIONS MANAGERS,CEO AND MANAGER OF OPERATIONS,Y,107515.0,2016
CERTIFIED,LIGHTHOUSEIO,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, LIGHTOUSE.IO",Y,74402.0,2016
CERTIFIED,BRANDSGROUP INC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,N,67475.0,2016
DENIED,DIGITAL PROFILE SOLUTIONS CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER - NORTH AMERICA,N,57034.0,2016
WITHDRAWN,DIGITAL PROFILE SOLUTIONS CORPORATION,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER - NORTH AMERICA,N,57034.0,2016
DENIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,140130.0,2016
CERTIFIED,LEAP GROUP HOLDINGS INC.,GENERAL AND OPERATIONS MANAGERS,NEW ENGLAND SALES MANAGER,Y,122221.0,2016
CERTIFIED,DIGITAL PROFILE SOLUTIONS CORPORATION,GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, NORTH AMERICA",N,57034.0,2016
DENIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,128648.0,2016
DENIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,162989.0,2016
DENIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,97344.0,2016
WITHDRAWN,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,108638.0,2016
CERTIFIED,"BANYAN INVESTMENTS, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,145829.0,2016
CERTIFIED,"BIOGEN, INC.",GENERAL AND OPERATIONS MANAGERS,"ASSOCIATE MEDICAL DIRECTOR, NEUROLOGY CLINICAL DEVELOPMENT",Y,182291.0,2016
CERTIFIED,PAYMANAGER LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,79976.0,2016
CERTIFIED,PHIBRO ANIMAL HEALTH CORPORATION,GENERAL AND OPERATIONS MANAGERS,"SENIOR VICE PRESIDENT, REGULATORY & TECHNICAL SERVICES",Y,203486.0,2016
CERTIFIED,WOODS BAGOT ARCHITECTS P.C.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR AND GLOBAL WORKPLACE INTERIORS SECTOR LEADER,Y,203486.0,2016
CERTIFIED,CASHTIVITY INC.,GENERAL AND OPERATIONS MANAGERS,"MANAGING DIRECTOR, US",Y,70117.0,2016
CERTIFIED,TRANSURBAN USA INC.,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT OPERATIONS - NORTH AMERICA,Y,179483.0,2016
CERTIFIED,BP AMERICA INC.,GENERAL AND OPERATIONS MANAGERS,RETAIL OPERATIONS AND DEVELOPMENT MANAGER,Y,79414.0,2016
CERTIFIED,"SILICON VALLEY FOUNDRY, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,68702.4,2016
WITHDRAWN,DELPHI CORPORATION,GENERAL AND OPERATIONS MANAGERS,DIVISIONAL APQP MANAGER,Y,85800.0,2016
CERTIFIED,LOQULES,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGERS,N,60000.0,2016
CERTIFIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,140130.0,2016
DENIED,PEDDLER COFFEE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402.0,2016
CERTIFIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,108638.0,2016
CERTIFIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,97344.0,2016
CERTIFIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,162989.0,2016
CERTIFIED,"HORIZON REALTY ADVISORS, LLC",GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT,Y,128648.0,2016
CERTIFIED,"MINEARC SYSTEMS AMERICA, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,175386.0,2016
CERTIFIED,PEDDLER COFFEE LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,74402.0,2016
CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, CORPORATE STRATEGY",Y,150467.0,2016
CERTIFIED,WTS ENERGY USA LLC,GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT MANAGER,N,64002.0,2016
CERTIFIED,DELPHI CORPORATION,GENERAL AND OPERATIONS MANAGERS,GLOBAL ADVANCED QUALITY MANAGER,Y,85800.0,2016
CERTIFIED,"TRAINING MATE, LLC",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,N,57034.0,2016
CERTIFIED,"STACKLA, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, CUSTOMER SUCCESS",N,68702.0,2016
CERTIFIED,RRNY ENTERPRISES LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,74402.0,2016
CERTIFIED,AAPC LOUNGE SERVICES INC.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,127691.0,2016
DENIED,CHRISTLETON CONSULTING INC.,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATIONS OFFICER,Y,74401.6,2016
CERTIFIED,COYA MANAGEMENT SERVICES INC.,GENERAL AND OPERATIONS MANAGERS,ASSISTANT GENERAL MANAGER,N,69514.0,2016
CERTIFIED,"UNITED EGG PRODUCERS, INC.",GENERAL AND OPERATIONS MANAGERS,SR. V.P. & DIRECTOR OF OPERATIONS,Y,154482.0,2016
CERTIFIED,SHORTHAND INC,GENERAL AND OPERATIONS MANAGERS,COO - CEO,Y,117437.0,2016
CERTIFIED,SASI USA LLC,GENERAL AND OPERATIONS MANAGERS,NORTH AMERICAN EDUCATION DIRECTOR,Y,80018.0,2016
DENIED,"SELLO,LLC",GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER OF SELLO,LLC",N,57034.0,2016
CERTIFIED,"MAIIA ENTERPRISES, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,137384.0,2016
CERTIFIED,PAGEUP PEOPLE INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,117437.0,2016
CERTIFIED,VIACOM INTERNATIONAL INC.,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, OPERATIONAL COMPLIANCE & PROCESS IMPROVEMENT",Y,117437.0,2016
CERTIFIED,"TRANSIT WIRELESS, LLC",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,203486.0,2016
CERTIFIED,BEACH DRIVE MANAGEMENT LLC,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,74402.0,2016
CERTIFIED,"ASTUTE DOCTOR EDUCATION, INC.",GENERAL AND OPERATIONS MANAGERS,CO-FOUNDER,Y,95098.0,2016
CERTIFIED,YAYPAY INC.,GENERAL AND OPERATIONS MANAGERS,CEO AND MANAGER OF OPERATIONS,Y,107515.0,2016
CERTIFIED,EQUAL EXPERTS INC.,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, ENGINEERING",Y,117437.0,2016
CERTIFIED,TINYBEANS USA LTD,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER,Y,181600.0,2016
CERTIFIED,JOHANNES LEONARDO LLC,GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER/CREATIVE DIRECTOR,Y,203486.0,2016
DENIED,CROSSBOUNDARY LLC,GENERAL AND OPERATIONS MANAGERS,MANAGING PARTNER,Y,204090.0,2016
CERTIFIED,NOETIC CORPORATION,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,179483.0,2016
